"","PlotKey","SiteKey.x","SiteID.x","SiteName","PlotID.x","EstablishDate","Season.x","State","County","Directions","AvgPrecip_mm","EcolSite","Soil","ParentMaterial","Slope","Aspect","ESD_SlopeShape","LandscapeType","LandscapeTypeSecondary","MgtUnit","GPSCoordSys","Datum","Zone","Easting","Northing","Elevation_m","RecentWeatherPast12","RecentWeatherPrevious12","DisturbWildfire","DisturbRodents","DisturbMammals","DisturbWater","DisturbWind","DisturbWaterSoilDep","DisturbWindSoilDep","DisturbUndgroundUtils","DisturbOverhdTransLines","DisturbOther","DisturbOtherDesc","WildlifeUse","MgtHistory","OffsiteInfluences","Comments","SpeciesList","DensityList","ESD_Series","Longitude","Latitude","day","lekking","nesting","spring","summer","brood.early","brood.late","winter","acres","Unit_No","Funding","Year_Comp","Treatment","relative.sampling","prism.precip.mm","precip.regime","SiteKey.y","SiteID.y","PlotID.y","Season.y","MethodCategory","IndicatorCategory","Duration","Indicator","HitCategory","Line_n","HitPctAvg","HitPctStDev","year","category","indicator.name","season"
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"17","1107261200407046","1205151049588344","DM","Desatoya Mountains","17",2011-07-09,"20110101_20111231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",449175,4367971,2069,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTR2;ARTRW8;CHVI8;EPNE;EPVI;GRSP;GUSA2;JUOS;PIMO;PPSH;PPTR;",NA,-117.590790504627,39.4598122749586,190,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",267.100006103516,"arid","1205151049588344","DM","17","20170101_20171231","Cover","GrowthHabitCategory1","All","Tree","Any Hit",3,1.33333333333333,0.023094010767585,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"18","1107261200407046","1205151049588344","DM","Desatoya Mountains","17",2011-07-09,"20110101_20111231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",449175,4367971,2069,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTR2;ARTRW8;CHVI8;EPNE;EPVI;GRSP;GUSA2;JUOS;PIMO;PPSH;PPTR;",NA,-117.590790504627,39.4598122749586,190,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",267.100006103516,"arid","1205151049588344","DM","17","20170101_20171231","Cover","GrowthHabitCategory1","Perennial","Tree","Any Hit",3,1.33333333333333,0.023094010767585,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"19","1107261200407046","1205151049588344","DM","Desatoya Mountains","17",2011-07-09,"20110101_20111231","NV","Lander",NA,0,"UNKNOWN",NA,NA,36,"125","CC","Hills/Mountains*","Footslope","Allotment","UTM","WGS84","11s",449175,4367971,2069,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,"ACTH7;ARNO4;ARTR2;ARTRV;ASPU9;BRTE;CHVI8;DESO2;ELEL5;EPNE;EPVI;ERAP;GRSP;HECO26;JUOS;OPPO;EROV;PHHO;PIMO;PLJA;POSE;SPAM2;ZIPA2;","ARAR8;ARNO4;GRSP;CHVI8;PIMO;EPNE;ARTR2;",NA,-117.590790504627,39.4598122749586,190,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",267.100006103516,"arid","1205151049588344","DM","17","20170101_20171231","Cover","GrowthHabitCategory1","All","Tree","Any Hit",3,1.33333333333333,0.023094010767585,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"20","1107261200407046","1205151049588344","DM","Desatoya Mountains","17",2011-07-09,"20110101_20111231","NV","Lander",NA,0,"UNKNOWN",NA,NA,36,"125","CC","Hills/Mountains*","Footslope","Allotment","UTM","WGS84","11s",449175,4367971,2069,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,"ACTH7;ARNO4;ARTR2;ARTRV;ASPU9;BRTE;CHVI8;DESO2;ELEL5;EPNE;EPVI;ERAP;GRSP;HECO26;JUOS;OPPO;EROV;PHHO;PIMO;PLJA;POSE;SPAM2;ZIPA2;","ARAR8;ARNO4;GRSP;CHVI8;PIMO;EPNE;ARTR2;",NA,-117.590790504627,39.4598122749586,190,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",267.100006103516,"arid","1205151049588344","DM","17","20170101_20171231","Cover","GrowthHabitCategory1","Perennial","Tree","Any Hit",3,1.33333333333333,0.023094010767585,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"29","1108051300232560","1205151049588344","DM","Desatoya Mountains","35",2011-07-21,"20110101_20111231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",445003,4357697,2094,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;CHVI8;EPVI;GRSP;GUSA2;JUOS;KRLA2;PIMO;PPSH;PPTR;",NA,-117.63843828834,39.3669854913748,202,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",257.730010986328,"arid","1205151049588344","DM","35","20170101_20171231","Cover","GrowthHabitCategory1","Perennial","Tree","Any Hit",3,0.666666666666667,0.0115470053837925,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"30","1108051300232560","1205151049588344","DM","Desatoya Mountains","35",2011-07-21,"20110101_20111231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",445003,4357697,2094,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;CHVI8;EPVI;GRSP;GUSA2;JUOS;KRLA2;PIMO;PPSH;PPTR;",NA,-117.63843828834,39.3669854913748,202,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",257.730010986328,"arid","1205151049588344","DM","35","20170101_20171231","Cover","GrowthHabitCategory1","All","Tree","Any Hit",3,0.666666666666667,0.0115470053837925,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"31","1108051300232560","1205151049588344","DM","Desatoya Mountains","35",2011-07-21,"20110101_20111231","NV","Lander",NA,0,"UNKNOWN",NA,NA,8,"66","VC","Hills/Mountains*","Footslope",NA,"UTM","WGS84","11s",445003,4357697,2094,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"horse & cattle feces",NA,NA,NA,"ACHY;ERKI;ARAR8;ARHO2;ARTRV;ASPU9;BRTE;CANU3;CHDO;CHVI8;CRPT;DEPI;ELEL5;EPVI;ERAP;ERCA8;ERNA10;EROV;ERSP3;GARA2;GIIN2;GRSP;HECO26;KRLA2;OPPO;PHHO;PHLO2;PIMO;POSE;ERNA7;","ARAR8;CHVI8;EPVI;ERNA10;KRLA2;PIMO;",NA,-117.63843828834,39.3669854913748,202,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",257.730010986328,"arid","1205151049588344","DM","35","20170101_20171231","Cover","GrowthHabitCategory1","Perennial","Tree","Any Hit",3,0.666666666666667,0.0115470053837925,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"32","1108051300232560","1205151049588344","DM","Desatoya Mountains","35",2011-07-21,"20110101_20111231","NV","Lander",NA,0,"UNKNOWN",NA,NA,8,"66","VC","Hills/Mountains*","Footslope",NA,"UTM","WGS84","11s",445003,4357697,2094,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"horse & cattle feces",NA,NA,NA,"ACHY;ERKI;ARAR8;ARHO2;ARTRV;ASPU9;BRTE;CANU3;CHDO;CHVI8;CRPT;DEPI;ELEL5;EPVI;ERAP;ERCA8;ERNA10;EROV;ERSP3;GARA2;GIIN2;GRSP;HECO26;KRLA2;OPPO;PHHO;PHLO2;PIMO;POSE;ERNA7;","ARAR8;CHVI8;EPVI;ERNA10;KRLA2;PIMO;",NA,-117.63843828834,39.3669854913748,202,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",257.730010986328,"arid","1205151049588344","DM","35","20170101_20171231","Cover","GrowthHabitCategory1","All","Tree","Any Hit",3,0.666666666666667,0.0115470053837925,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"37","1108101314589335","1205151046372799","PN","Pine Nut Mountains","23",2011-07-26,"20110101_20111231","NV","Douglas",NA,0,"UNKNOWN",NA,NA,14,"348","CL","Fan Piedmont",NA,NA,"UTM","WGS84","11S",289471,4319976,1780,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"cow feces",NA,NA,NA,"ACTH7;RILE2;AGCR;ALDE;ARTRV;BAHO;BRTE;CHVI8;CRAC2;CRPT;ELEL5;EPVI;ERAP;ERCI6;ERMI4;ERNA10;ERSP3;LASE;PF000;ASPU9;PHLO2;PLSP7;POSE;PUTR2;SH000;SIAL2;TECA2;TR000;VETH;","ARTRV;ERNA10;PUTR2;SH000;TR000;ERMI4;",NA,-119.431248528323,39.0034898189399,207,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",272.010009765625,"arid","1205151046372799","PN","23","20170101_20171231","Cover","GrowthHabitCategory1","All","Tree","Any Hit",3,1.33333333333333,0.023094010767585,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
"38","1108101314589335","1205151046372799","PN","Pine Nut Mountains","23",2011-07-26,"20110101_20111231","NV","Douglas",NA,0,"UNKNOWN",NA,NA,14,"348","CL","Fan Piedmont",NA,NA,"UTM","WGS84","11S",289471,4319976,1780,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"cow feces",NA,NA,NA,"ACTH7;RILE2;AGCR;ALDE;ARTRV;BAHO;BRTE;CHVI8;CRAC2;CRPT;ELEL5;EPVI;ERAP;ERCI6;ERMI4;ERNA10;ERSP3;LASE;PF000;ASPU9;PHLO2;PLSP7;POSE;PUTR2;SH000;SIAL2;TECA2;TR000;VETH;","ARTRV;ERNA10;PUTR2;SH000;TR000;ERMI4;",NA,-119.431248528323,39.0034898189399,207,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,"Pre-treatment",272.010009765625,"arid","1205151046372799","PN","23","20170101_20171231","Cover","GrowthHabitCategory1","Perennial","Tree","Any Hit",3,1.33333333333333,0.023094010767585,2017,"Meeting","Non-invasive Tree Cover  (%, any hit)","any"
